codigo;descripcion;precio;unidades;um
3512235;VILLIGER N9 (10);4.00;5;Estuche
3512292;MADDOX2 BLUE (20);4.50;10;Cajetilla
3512301;AVO XO NOTTURNO TUBOS (20);220.00;1;Caja
3512302;ZINO NICARAGUA GORDO (4);29.20;1;Estuche
3512303;ZINO NICARAGUA GORDO (25);182.50;1;Caja
3512304;DAVIDOFF YEAR OF THE RABBIT (10);375.00;1;Caja
3512305;ZINO MINI NICARAGUA (20);8.40;5;Estuche
3512306;ZINO MINI RED (20);8.40;5;Estuche
3512307;TOSCANELLO ROSSO ORO (5);5.10;10;Estuche
3512317;MARLBORO CRAFTED 23;5.75;20;Cajetilla
3512318;MARLBORO CRAFTED 100s BOX 20;5.25;10;Cajetilla
3512321;NOBEL SSL (20);5.00;10;Cajetilla
3512322;NOBEL SSL FRESH (20);5.00;10;Cajetilla
3512334;LA FLOR DE LA ISABELA CORONA (10);6.00;1;Estuche
3512335;LA FLOR DE LA ISABELA MINI (10);2.70;1;Estuche
3512336;LA FLOR DE LA ISABELA CORONITAS (25);10.00;1;Estuche
3512388;WEST BOTE 30G;6.90;5;Bote
3512409;DENIM FRESH BREEZE 20;4.60;10;Cajetilla
3512447;BLACK JACK ORIGINAL BLEND 100 GR;7.95;1;Lata
3512460;PANTER POCKET FILTER GREEN 10;2.20;10;Caja
3512461;LA FLOR DE LA ISABELA CORONA (25) CELOFA;15.00;1;Caja
3512485;LA AURORA 107 NICARAGUA SUMO SHORT ROB20;125.00;1;Caja
3512486;LA AURORA 107 NICARAGUA ZEPPELIN 20;140.00;1;Caja
3512487;FLOR DE COPAN GORDITO (20) TPD;136.00;1;Caja
3512488;FLOR DE COPAN PERLA (25) TPD;87.50;1;Caja
3512489;FLOR DE COPAN ROTHSCHILD (20) TPD;128.00;1;Caja
3512490;FLOR DE COPAN SHORT MAGNUM (20) TPD;124.00;1;Caja
3512491;FLOR DE COPAN TITAN (20) TPD;174.00;1;Caja
3512492;AGING ROOM QUATTRO NICAR ESPRES (20) TPD;260.00;1;Caja
3512493;AGING ROOM QUATTRO NICAR MAEST (20) TPD;280.00;1;Caja
3512494;ADALYA SWEESS BOOM 200 G;14.00;1;Lata
3512495;ADALYA KIZZ 200 G;14.00;1;Lata
3512497;VERSO BLUE (20);4.50;10;Cajetilla
3512498;VERSO RED (20);4.50;10;Cajetilla
3512639;FLANDRIA SILVER 30 G TT;6.20;10;Bolsa
3512640;FLANDRIA GOLD 30 G TT;6.20;10;Bolsa
3512726;FM PLAY RED FILTER CIGAR (17);2.20;10;Estuche
3512732;TOSCANO MASTER AGED SERIE 4 (30);141.00;1;Caja
3512927;CAMEL YELLOW 100S;5.90;10;Cajetilla
3512931;DAVIDOFF MILLENNIUM ROBUSTO (25);580.00;1;Caja
3512932;DAVIDOFF MILLENNIUM TORO (4);106.00;1;Estuche
3512933;DAVIDOFF NICARAGUA SHORT CORONA (5);60.00;1;Estuche
3512934;DAVIDOFF SIGNATURE 6000 (4);71.60;1;Estuche
3512949;AUSTIN RED ORIGINALS;4.70;10;Cajetilla
3513023;NEOS MINI WHITE FILTER 20;5.00;10;Lata
3513064;AVO SEASONS SPRING LE 2023 (10);185.00;1;Caja
3513065;DAVIDOFF MILLENNIUM LANCERO LE 2023 (10);350.00;1;Caja
3513066;DAVIDOFF WINSTON CH LATE HOUR TORO 4;116.00;1;Estuche
3513067;DAVIDOFF WINSTON CH LATE HOUR TORO 20;580.00;1;Caja
3513079;BAKERSTREET 190 (90GR) DOYBAG;6.80;4;Bolsa
3513094;BRONX AMERICAN BLEND 30 G;5.50;1;Bote
3513122;D.TOMAS BRAZIL ROBUSTO 25 WB ES;110.00;1;Caja
3513123;D.TOMAS BRAZIL ROTHSCHILD 25 WB ES;102.50;1;Caja
3513133;CAO BX3 ROBUSTO 20 WB ES;134.00;1;Caja
3513134;CAO BX3 TORO 20 WB ES;146.00;1;Caja
3513135;SILENCIO LOS RIOS ROBUSTO 20 WB ES;270.00;1;Caja
3513136;SILENCIO LOS RIOS TORO 20 WB ES;290.00;1;Caja
3513137;SILENCIO BLACK ROBUSTO 25 WB ES;300.00;1;Caja
3513138;MACANUDO INSPIRADO ORANGE LANCERO 20 WB;128.00;1;Caja
3513139;EASTENDERS ORIGINAL BLEND 30G;2.50;1;Lata
3513140;VEGAFINA 1998 VF 56 (10);67.00;1;Caja
3513179;MADEMOISELLE LA FRESH SSL;4.60;10;Cajetilla
35134;FOR.VIZC.RTA.PATRIMONIO CAST.;1.00;1;Unidad
3513419;DENIM BLUE 100 (DURO);4.60;10;Cajetilla
3513429;H.MONTERREY EPICURE No.3  (10) TPD;238.00;1;Caja
3513430;H.MONTERREY EPICURE No.3  (25) TPD;595.00;1;Caja
3513433;LA GLORIA CUBANA TURQUINOS  (10) TPD;192.00;1;Caja
3513448;VEGUEROS CENTROGORDOS  (16) TPD;120.00;1;Caja
3513449;VEGUEROS CENTROGORDOS  (4);30.00;1;Caja
3513457;MACANUDO INSPIRADO TERCIO AGED TORO 10;110.00;1;Caja
3513458;PALMERITOS CORONAS TUBOS (20);24.00;1;Caja
3513459;PALMERITOS CORONAS CELOFAN (25);15.00;1;Caja
3513469;RIVERSTONE 5x50 (50G);10.50;5;Bolsa
3513470;RIVERSTONE 10x50 (50G);10.50;10;Bolsa
3513471;REDFIELD RED 30 G;5.50;1;Bote
3513495;BLACK DEVIL RED (20);4.60;10;Cajetilla
3513498;MARLBORO RED 40S;11.70;5;Cajetilla
3513499;CHESTERFIELD ORIGINAL 100   S1;5.90;10;Cajetilla
3513500;CONVICTO CORONA ORIGINAL CAJA 25;30.00;1;Caja
3513501;CONVICTO CORONAS TUBOS 20;24.00;1;Estuche
3513537;CAO VISION TORO LE 30 PB ES;600.00;1;Caja
3513562;#NO NAME AMERICAN BLEND RED 30G TT;5.80;5;Bolsa
3513593;DUCAL RED 100S;4.80;10;Cajetilla
3513596;NOBEL ABSOLUTE;5.95;10;Cajetilla
3513643;AMERICAN CLUB (20);4.50;10;Cajetilla
3513644;CHESTERFIELD CIGARRITOS 10 S;2.50;20;Estuche
3513659;STANLEY ORIGINAL BLEND 500G;35.00;1;Lata
3513661;ELIXYR MAXX PIPE 140G;11.50;1;Bote
3513674;ADALYA BILLIONAIRE 50G;3.85;10;Caja
3513675;ADALYA BAGDADI 50G;3.85;10;Caja
35137;FOR.VIZC.RTA.PATRIMONIO EUSKERA;1.00;1;Unidad
3513706;VEGAFINA 1998 VF42L (10);71.00;1;Estuche
3513712;LA AURORA 107 ECUADOR BELICOSO (20);160.00;1;Caja
3513713;LA AURORA 107 ECUADOR GRAN TORO (20);155.00;1;Caja
3513714;LA AURORA 107 ECUADOR ROBUSTO (20);130.00;1;Caja
3513715;LA AURORA 107 ECUADOR SUMO SHT ROBUST 20;115.00;1;Caja
3513716;LA AURORA 107 ECUADOR TORO (20);147.00;1;Caja
3513717;LA AURORA 107 ECUADOR ZEPPELIN (20);133.00;1;Caja
3513718;LA AURORA 107 USA MADURO ROBUSTO (20);129.00;1;Caja
3513775;SHISHA KARTEL BOUNCER BRUNO 50 G TPD F;4.95;10;Caja
3513797;MOON HABANA 150 G BIG TPD;11.50;1;Lata
35138;FOR.VIZC.RENTA MANUAL;1.00;1;Unidad
3513803;CANARITOS SEÑORITAS MAZO (25);10.00;1;Estuche
3513804;CANARITOS CAJA 25 BREVAS CELOFANADAS;15.00;1;Caja
3513842;CAO AMAZON BASIN TORO 18 WB ES;144.00;1;Caja
3513854;AVO SEASONS SUMMER LE 2023 (10);190.00;1;Caja
3513864;SILENCIO SERIE M PROMINENTE 10 WB ES;299.00;1;Caja
3513883;LUCKY STRIKE ECLIPSE 21 E.L (21);5.60;10;Cajetilla
3513913;DAVIDOFF SIGNATURE N.2 TUBOS (20);440.00;1;Caja
3513914;DAVIDOFF NICARAGUA 10 th ANNIVERSARY 12;456.00;1;Caja
3513951;MACANUDO INSPIRADO JAMAO 20;240.00;1;Caja
3513954;KING RED 25 S;5.60;8;Cajetilla
35140;FOR.VIZC.RTA SOBRE CAMPAÑA;0.10;1;Unidad
3514073;VEGAFINA 1998 VF44S (25);103.75;1;Estuche
3514079;NEO GOLDEN TOBACCO (20);4.00;10;Cajetilla
3514096;MONTOSA SHORT ROBUSTO (20);108.00;1;Estuche
3514097;MONTOSA TORO (20);116.00;1;Estuche
3514098;MONTOSA ROBUSTO (20);112.00;1;Estuche
3514102;LA PERLA DE LUZON CORONAS BUNDLE 20;13.00;1;Estuche
3514103;LA PERLA DE LUZON SEÑORITAS 20;13.00;1;Estuche
3514104;LA PERLA DE LUZON ROBUSTO 20;14.00;1;Estuche
3514105;NEWS RED 135 G;30.40;2;Lata
3514118;SILENCIO LIMITED EDITION 2023 (10);200.00;1;Caja
3514136;AMSTERDAMER XXX HIMALAYA 30 G TT;5.80;5;Bolsa
3514138;AMSTERDAMER XXX KASHMIR 30G TT;5.80;5;Bolsa
3514139;NUSO BLUE (20);3.00;10;Cajetilla
3514140;NUSO YELLOW (20);3.00;10;Cajetilla
3514224;DAVIDOFF MILLENNIUM ROBUSTO (4);92.80;1;Estuche
3514229;BUCANERO ORIGINAL CAÑERO (5);3.00;10;Estuche
3514230;BUCANERO LOKO ICE (5);3.00;10;Estuche
3514231;BUCANERO GOLDEN FLOW (5);3.00;10;Estuche
3514245;FRATERNITE ROUGE (20);4.60;10;Cajetilla
3514317;ZINO NICARAGUA HALF CORONA (5);24.50;1;Lata
3514319;AVO SEASONS FALL LE 2023 (10);190.00;1;Caja
3514374;FM PLAY WHITE FILTER CIGAR (17);2.20;10;Estuche
3514377;AMSTERDAMER FINE CUT 600G TT;124.00;1;Unidad
3514381;WTF! SHEEESH SHISHARILLOS TIPSY (05);2.20;10;Estuche
3514382;WTF! SQUAD SHISHARILLOS TIPSY (05);2.20;10;Estuche
3514383;WTF! CRAY SHISHARILLOS TIPSY (05);2.20;10;Estuche
3514384;WTF! LIT SHISHARILLOS TIPSY (05);2.20;10;Estuche
3514386;ADALYA BERLIN NIGHTS 1000 G TPD;65.00;1;Lata
3514387;ADALYA BLUE I'SS 1000 G TPD;65.00;1;Lata
3514388;ADALYA MANKO TANKO I'SS 1000 G TPD;65.00;1;Lata
3514391;ADALYA I'SS LIE ON THE ROCKS 1000 G TPD;65.00;1;Lata
3514393;ADALYA SWEESS BOOM 1000 G TPD;65.00;1;Lata
3514417;AMSTERDAMER XXX 300G TT;58.00;1;Unidad
3514418;HOOKAIN FYL BIG TOY 200G TPD;16.95;1;Lata
3514465;ELIXYR RED 22;5.25;8;Cajetilla
3514466;ELIXYR MAXX PIPE 20G;1.50;10;Bolsa
3514483;NUSO YELLOW DEVICE (200);30.00;1;Unidad
3514484;NUSO BLUE DEVICE (200);30.00;10;Unidad
3514485;AL FAKHER YELLOW 50G TPD F;4.70;10;Caja
3514487;AL FAKHER GRAPIO NIGHT 50G TPD F;4.70;10;Caja
3514491;HANDELSGOLD FINE CORONA (5);2.50;10;Estuche
3514507;FM PLAY SQUIZZ FILTER CIGAR (17);2.60;10;Estuche
3514519;FAIRGREEN ARTESANO 300 DISPLAY TT;55.00;1;Unidad
3514539;DUCADOS RUBIO CIGARRITOS (10);2.00;20;Estuche
3514544;MARLBORO CRAFTED ARCTIC (20);5.50;10;Cajetilla
3514545;AUSTIN BLUE 100´S;4.75;10;Cajetilla
3514547;LA AURORA ESCOGIDOS TORO (20);160.00;1;Caja
3514548;LA AURORA ESCOGIDOS ROBUSTO (20);152.00;1;Caja
3514549;LA AURORA ESCOGIDOS SHORT ROBUSTO (20);146.00;1;Caja
3514550;LA AURORA 120 ANIVERSARIO TORO (20);198.00;1;Caja
3514551;LA AURORA 120 ANIVERSARIO CHURCHILL (20);204.00;1;Caja
3514552;LA AURORA 120 ANIVERSARIO ROBUSTO (20);186.00;1;Caja
3514558;WINSTON SELECTION 20s;5.10;10;Cajetilla
3514559;WINSTON SELECTION 100s;5.25;10;Cajetilla
3514567;DUCADOS RUBIO EXTRA 30GR;6.60;10;Bolsa
3514599;ALEC BRADLEY BLACK MARKET PUNK 24;139.20;1;Caja
3514600;ALEC BRADLEY BLACK MARKET ROBUSTO 24;187.20;1;Caja
3514601;ALEC BRADLEY GATEKEEPER ROBUSTO 24;220.80;1;Caja
3514602;ALEC BRADLEY GATEKEEPER TORO 24;240.00;1;Caja
3514603;ALEC BRADLEY PRENSADO CHURCHILL 24;256.80;1;Caja
3514645;LE BARON 150 G;10.50;1;Bolsa
3514646;WTF! TIPSY DISPLAY(100);44.00;1;Unidad
3514652;HOOKAIN ALMAN (50 GR);4.80;6;Bote
3514653;HOOKAIN WHITE ALMAN (200 GR);16.95;1;Bote
3514686;EASTWOOD ORIGINAL BLEND 999 G;70.00;1;Lata
3514738;CASA DE GARCIA SUMATRA CORONAS 10 BUNDLE;17.00;1;Estuche
3514747;SILENCIO BLUE ROBUSTO 20;260.00;1;Caja
3514748;SILENCIO BLUE TORO 20;272.00;1;Caja
3514749;AL CAPONE GOLD FILTER (4);1.20;10;Estuche
3514750;CLUBMASTER MINI VERTICAL DSP 3*5 300 23;70.50;1;Unidad
3514751;M BY MACANUDO DARK TORO FRESHPACK 2x6(2);12.00;1;Caja
3514752;CAO MEDIO TIEMPO ROBUSTO 20;180.00;1;Caja
3514753;CAO MEDIO TIEMPO MAGNIFICO 20;200.00;1;Caja
3514754;MACANUDO INSP WHITE ROBU FRESHPACK 3x6(3;18.75;6;Caja
3514755;MACANUDO INSP WHITE ROBUSTO ALU TUBE 10;75.00;1;Caja
3514757;SILENCIO LOS RIOS TORO METAL SQUARE TB20;330.00;1;Caja
3514764;CAMEL YELLOW 40s;11.30;5;Cajetilla
3514802;BLACK JACK ORIGINAL CIGAR (5);2.50;4;Estuche
3514804;DAVIDOFF MILLENNIUM PIRAMIDES (10);286.00;1;Caja
3514806;AVO SEASONS WINTER LE 2023 (10);190.00;1;Caja
3514808;AL CAPONE KIT PARTY BOX (60) ABR24;18.00;1;Unidad
3514809;CAMACHO CONNECTICUT ROBUSTO TUBOS (20);184.00;1;Caja
3514811;CAMACHO COROJO ROBUSTO TUBOS 20;184.00;1;Caja
3514812;DAVIDOFF ANIVERSARIO DOBLE R (25);875.00;1;Caja
3515097;FORTUNA GO POCKET;5.65;10;Cajetilla
3515100;FORTUNA GO KS (20);5.50;10;Cajetilla
3515101;FORTUNA GO 23;5.75;8;Cajetilla
3515102;FORTUNA GO BLANDO (20);5.50;10;Cajetilla
3515103;FORTUNA GO LARGO;5.50;10;Cajetilla
3515122;ALEC BRADLEY PRENSADO ROBUSTO 24;230.40;1;Caja
3515134;CHESTERFIELD ORIGINAL 25s (25) S2;6.80;8;Cajetilla
3515146;VEO GREEN CLICK;4.00;10;Cajetilla
3515148;VEO SCARLET CLICK;4.00;10;Cajetilla
3515150;VEO PURPLE CLICK;4.00;10;Cajetilla
3515480;SHISHA KARTEL BIG BAGMAN 200G TPD F;17.95;1;Caja
3515652;FLOR DE COPAN CORONA (20)-NW;106.00;1;Caja
3515663;DUCADOS RUBIO EXTRA 29;7.50;8;Cajetilla
3515664;LA FINCA No3 (25) TPD;77.50;1;Caja
3515665;FORTUNA GO 37;9.85;8;Cajetilla
3515666;FORTUNA GO 46;11.90;6;Cajetilla
3515667;DUCADOS RUBIO EXTRA 40;10.00;8;Cajetilla
3515668;FORTUNA GO 29;7.80;8;Cajetilla
3516194;PARTAGAS CULEBRAS CH. (3)-NW;39.00;3;Estuche
3516236;ROM Y JUL ROMEO N1 (25) T-NW;290.00;1;Caja
3516303;JPS BLUE (240G);55.50;1;Bote
3516304;VEGAFINA VF 98 VF46 TUBO (3) TPD;20.70;1;Estuche
3516305;VEGAFINA VF 98 VF50 TUBO (3) TPD;19.80;1;Estuche
3516307;VEGAFINA VF 98 VF52 TUBO (3) TPD;21.60;1;Estuche
3516309;VEGAFINA VF 98 VF54 TUBO (3) TPD;23.40;1;Estuche
3516310;VEGAFINA VF NI VULCANO TUBO (3) TPD;18.60;1;Estuche
3516885;COHIBA WIDE SHORT (6) TPD;19.80;10;Caja
3516886;KING GOLD (20);4.60;10;Cajetilla
3516887;KING GOLD 100S (20);4.70;10;Cajetilla
3516888;KING SILVER (20);4.60;10;Cajetilla
3516889;KING SILVER 100S (20);4.70;10;Cajetilla
3516890;DOMINGO NEGRO 100G;23.70;4;Bote
3516960;VEGAFINA VF S2 SHORT MAGNUM (25)-NW;133.75;1;Caja
3516961;AL FAKHER EXOTIC ESCAPE 50G TPD F;4.80;10;Caja
3516962;AL FAKHER TROPIC TREAT 50G TPD F;4.80;10;Caja
3517019;LUCKY STRIKE RICH  FOR GLO;4.00;10;Cajetilla
3517020;LUCKY STRIKE GOLD  FOR GLO;4.00;10;Cajetilla
3517328;LA TRIBU XXL 150 GR;11.10;1;Bote
3517329;VASCO DA GAMA N.2 CLARO (5);5.00;5;Estuche
3517330;VASCO DA GAMA N.2 MADURO (5);5.00;5;Estuche
3517361;DISPLAY MAC BAREN MIXTURE ED.LIMITADA;130.00;1;Unidad
3517425;AL FAKHER BIG GREEN (5000 G) TPD F;225.00;1;Bote
3517426;AL FAKHER THE DOUBLE CRUNCH (5000 G) TPD;225.00;1;Bote
3517442;BRANIFF LINEA D'ORO RED (ENV 17);2.60;10;Estuche
3517443;BRANIFF LINEA D'ORO WHITE (ENV 17);2.60;10;Estuche
3517444;BRANIFF LINEA D'ORO NEGRO (ENV 17);2.60;10;Estuche
3517445;VILLIGER SUNNY MINI FILTER 5x20 ES TT;5.00;5;Lata
3517446;VILLIGER TUBOS GREEN 1x20 ES;2.00;1;Caja
3517473;ROLL´S WHITE EXCLUSIVE (EL ENVASE DE 17);2.60;10;Estuche
3517474;ROLL´S RED EXCLUSIVE (EL ENVASE DE 17);2.60;10;Estuche
3517475;DISPLAY BRANIFF LINEA D´ORO CAJA 800 TT;132.00;1;Unidad
3517476;DISPLAY BRANIFF 100  680 TT;116.00;1;Unidad
3517478;DAVIDOFF MILLENNIUM ROBUSTO TUBOS (20);484.00;1;Caja
3517479;DAVIDOFF WINSTON CHURCHILL CHURCHILL 20;506.00;1;Caja
3517480;DAVIDOFF WINSTON CH LATE HOUR PET PAN 5;44.00;1;Lata
3517493;CANALEÑOS VIRGINIA 30G TT;5.95;10;Bolsa
3517514;MADEMOISELLE LA PLUS;4.60;10;Cajetilla
3517515;ELIXYR CHOICE;5.00;10;Cajetilla
3517531;WINSTON SELECTION 22s;5.50;10;Cajetilla
3517588;SHISHA KARTEL FATAL FRENZY 50G TPD F;4.50;10;Caja
3517602;VEO ARCTIC CLICK;4.00;10;Cajetilla
3517609;CHESTERFIELD LABEL LARGO 20;5.10;10;Cajetilla
3517610;CHESTERFIELD LABEL 20;5.00;10;Cajetilla
3517645;GOLDEN VIRGINIA AMBER 40G;11.50;10;Bolsa
3517646;W.O.LARSEN EDITON 2025 (100G);24.50;3;Lata
3517648;JPS FULL RED (20);5.15;10;Cajetilla
3517649;HENRY CLAY WHK CORONA (25)-NW;147.50;1;Caja
3517650;HENRY CLAY WHK LONSDALE (25)-NW;193.75;1;Caja
3517651;HENRY CLAY WHK ROBUSTO (25)-NW;186.25;1;Caja
3517652;HENRY CLAY WHK TORO (25)-NW;203.75;1;Caja
3517657;H UPMANN REGALIAS (25)-NW;267.50;1;Caja
3517722;HOOKAIN WHITE BLOWTUS 200 G;16.95;1;Lata
3517723;HOOKAIN WHITE BLOWTUS 50 G;4.80;6;Bote
3517736;BONESHAKER MORNING STAR (20)-NW;128.00;1;Caja
3517953;CAPITOL SWING (10)-NW;79.00;1;Caja
3517955;FM PLAY MIX DISPLAY (510);70.00;1;Unidad
3517964;BRONX Virginia Blend papel (30g);5.50;5;Bolsa
3518232;VILLIGER 1888 CORONA 1X20 ES;140.00;1;Caja
3518233;VILLIGER 1888 ROBUSTO 1X20 ES;150.00;1;Caja
3518234;VILLIGER 1888 NICARAGUA CORONITA 1X20 ES;150.00;1;Caja
3518235;VILLIGER 1888 NICARAGUA ROBUSTO 1X20 ES;170.00;1;Caja
3518236;VILLIGER 1492 ROBUSTO 1X20 ES;160.00;1;Caja
3518237;VILLIGER 1492 CORONA 1X20 ES;150.00;1;Caja
3518489;TORRES QUART CAMPEROS (120) TT;120.00;12;Estuche
3518490;TORRES QUART CAMPEROS (10) TT;10.00;10;Estuche
3518491;EL CAVALLER MARINEROS (25) TT;25.00;2;Estuche
3518492;EL CAVALLER MARINEROS (10) TT;10.00;10;Estuche
3518910;VEGAFINA VF NI TERRA (25)-NW;145.00;1;Caja
3519176;FLEUR DE LYS BLOND 40G TTE;7.90;5;Bolsa
3519451;CAO ARCANA SERIES THUNDER SMOKE TORO 20;220.00;1;Caja
3519452;MACANUDO EMISSARY PERFECTO 16 TT;206.40;1;Caja
3519453;MACANUDO EMISSARY ROBUSTO 16 TT;174.40;1;Caja
3519454;SILENCIO SERIE M DOUBLE ROBUSTO 10 TT;299.00;1;Caja
3519499;MARLBORO CRAFTED SELECTION (65 g);15.15;4;Lata
3519500;HANDELSGOLD CIGARRITOS SUN 5 TT;1.20;10;Estuche
3519501;HANDELSGOLD CIGARRITOS PURPLE 5 TT;1.20;10;Estuche
3519546;ESSE BLUE;4.80;10;Cajetilla
3519547;ESSE RED;4.80;10;Cajetilla
3519651;AMBER LEAF VIRGINIA SELECTO 30 GR;6.80;5;Bolsa
3519703;BLACK JACK ORIGINAL BLEND 200 GR TT;14.20;1;Bote
3519705;MIX BURTON;94.50;1;Unidad
3519843;FORTUNA ORIGINAL 40 LIMITED EDITION (40);10.35;8;Cajetilla
3519847;VEO RUBY TWIST;4.00;10;Cajetilla
3519848;VEO TROPICAL TWIST;4.00;10;Cajetilla
3519862;FLANDRIA SAUVAGE 65G TT;13.45;1;Lata
3519876;DENIM RED AMERICAN BLEND (29);6.50;8;Cajetilla
3519881;LOOK OUT HOLLAND CLASSIC 40 G TT;8.00;10;Bolsa
3519893;AL FAKHER BIG RED SPLASH 50G TT;4.70;10;Caja
3520048;AL FAKHER BIG RED SPLASH 250G TT;19.95;1;Caja
3520051;REDS AMERICAN BLEND KS RC 20S;4.60;10;Cajetilla
3520052;BUSINESS ROYALS RED KS RC 20S;4.80;10;Cajetilla
3520053;BUSINESS ROYALS BLUE KS RC 20S;4.80;10;Cajetilla
3520072;HAMPTON PIPE NEGRO 30G;2.90;10;Bolsa
3520092;NEWMINSTER EDICIÓN ESPECIAL B DISPLAY TT;84.00;1;Unidad
3520397;BRANIFF LINEA D'ORO DISPLAY 510 TT;78.00;1;Unidad
3520467;DISPLAY AMSTERDAMER HIMALAYA (150G);29.00;1;Unidad
3520468;DISPLAY AMSTERDAMER KASHMIR (150G);29.00;1;Unidad
3520482;ELIXYR RED 40´S.;9.30;5;Cajetilla
3520507;THE TURNER ORIGINAL (30G) TT;5.85;5;Bolsa
3520508;THE TURNER VIRGINIA GREEN (30G) TT;5.85;5;Bolsa
3520509;THE TURNER VIRGINIA WHITE (30G) TT;5.85;5;Bolsa
3520510;THE TURNER DARK (30G) TT;5.85;5;Bolsa
3520514;DUCADOS RUBIO EXTRA 46G;10.20;3;Bote
3520615;ROLL'S EXC. 17 ED. SP. SEP 340 TT;52.00;1;Unidad
3520641;PARAMOUNT RED BOX 20s;4.85;10;Cajetilla
3520724;SILENCIO D´OR CANONAZO (20);310.00;1;Caja
3520726;SILENCIO D´OR ROBUSTO (20);290.00;1;Caja
3520756;Alec Bradley Bl Market Shamrock Toro 10;142.00;1;Caja
3520757;Alec bradley Chunk Maduro XL 4x60 20;150.00;1;Caja
3520758;Alec Bradley Fine and Rare 2024 10;230.00;1;Caja
3520759;Alec Bradley Texas Lancero 10;105.00;1;Caja
3520761;CAO Cameroon Robusto 20;130.00;1;Caja
3520763;Silencio Riviera Robusto 20;260.00;1;Caja
3520764;Macanudo Inspirado Red Toro 20;128.00;1;Caja
3520833;DANNEMANN MB10 (100) RCGOTAS DISP ENE 25;35.00;1;Unidad
3520842;DANNEMANN MOODS KIT PARTY BOX (120);42.00;1;Unidad
3520843;REIG KIT PARTY BOX (120);38.00;1;Unidad
3520844;SILENCIO RIVIERA PERFECTO 10;180.00;1;Caja
3520982;MAC BAREN ROYAL TWIST (100G) TTE;25.50;5;Lata
3521195;DAVIDOFF YEAR OF THE SNAKE (10);620.00;1;Caja
3521197;DAVIDOFF GRAND CRU DIADEMAS FINAS(10);570.00;1;Caja
3521198;DAVIDOFF MADURO TORO (20);1080.00;1;Caja
3521199;DAVIDOFF MADURO SHORT CORONA (20);840.00;1;Caja
3521200;DAVIDOFF MADURO ROBUSTO  (20);1000.00;1;Caja
3521203;ZINO NICARAGUA  SHORT PURITOS (10);8.00;5;Estuche
3521319;NOBEL KS BOX 40;10.50;8;Cajetilla
3521324;ADALYA HAWAII 990 G;65.00;1;Lata
3521325;ADALYA KIZZ 2.0 990 G;65.00;1;Lata
3521326;ADALYA L.KILL 990 G;65.00;1;Lata
3521327;ADALYA LOVE66 990 G;65.00;1;Lata
3521328;ADALYA BRLIN NIGHTS 990 G;65.00;1;Lata
3521329;ADALYA BLUE I'SS 990 G;65.00;1;Lata
3521331;ADALYA MANKO TANKO I'SS 990 G;65.00;1;Lata
3521332;ADALYA SWEES BOOM 990 G;65.00;1;Lata
3521333;BLUE HORSE MI AMOR  990 G;65.00;1;Lata
3521544;NOBEL KS BOX 28;7.65;8;Cajetilla
3521545;DAVIDOFF ORO BLANCO 111 YEARS (1);750.00;1;Caja
3521550;TOSCANO ROBUSTO (8) TTE;17.60;1;Caja
3521551;TOSCANO ROBUSTO (4) TTE;8.90;10;Caja
3521756;HOOKAIN ANGRY DRAGON 200 G;16.95;1;Lata
3521757;HOOKAIN ANGRY GREEN DRAGON 50 G;4.80;6;Bote
3521758;HOOKAIN ANGRY GREEN DRAGON 200 G;16.95;1;Lata
3521759;HOOKAIN ANGRY PIC DRAGON 50 G;4.80;6;Bote
3521760;HOOKAIN ANGRY PIC DRAGON 200 G;16.95;1;Lata
3521761;HOOKAIN ANGRY RED DRAGON 50 G;4.80;6;Bote
3521762;HOOKAIN ANGRY RED DRAGON 200 G;16.95;1;Lata
3521763;HOOKAIN DUBAI STACHIO 50 G;4.80;6;Bote
3521764;HOOKAIN DUBAI STACHIO 200 G;16.95;1;Lata
3521765;HOOKAIN ANGRY DRAGON 50 G;4.80;6;Bote
3521768;WEST RED KS BOX 40;10.00;8;Cajetilla
3521905;GUAJIRO TROMPETAS 5 TT;2.10;5;Estuche
3521979;MARLBORO CRAFTED  35;8.70;5;Cajetilla
3522010;DISPENSADOR MIX NOB28 NOB40;145.20;1;Unidad
3522108;NEOS MINI RED XTRA-S FILTER (20);5.00;10;Lata
3522113;DISPENSADOR HORIZON VIRG 30G LATA;120.00;1;Unidad
3522114;AL CAPONE DUO FILTER (10) FP TTE;2.70;10;Estuche
3522116;AL CAPONE DUO FILTER (4) FP TTE;1.20;10;Estuche
3522372;TEREA CLASSIC GOLD;5.00;10;Cajetilla
3522373;TEREA CLASSIC RED;5.00;10;Cajetilla
3522427;AL CAPONE KIT PARTY BOX (120);36.00;1;Unidad
3522439;DUCAL PICADURA DE LIAR (30G);5.55;10;Bolsa
3522440;AVO HERITAGE SPECIAL TORO (20);238.00;1;Caja
3522441;AVO HERITAGE ROBUSTO (20);210.00;1;Caja
3522442;AVO HERITAGE SHORT ROBUSTO (20);184.00;1;Caja
3522443;AL FAKHER BIG RED SPLASH 200G TTE;17.50;1;Bote
3522444;AL FAKHER YELLOW 200G TTE;17.50;1;Bote
3522445;AL FAKHER SNOWY FUCHSIA GREEN 200G TTE;17.50;1;Bote
3522446;AL FAKHER BIG YELLOW GREEN 200G TTE;17.50;1;Bote
3522447;AL FAKHER GRAPIO 200G TTE;17.50;1;Bote
